t,phi,alpha,theta,phi_dot,alpha_dot,theta_dot,beta,delta_cmd,delta_actual,phase
1.1480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.1580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.1680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.1780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.1880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.1980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.2080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.2180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.2280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.2380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.2480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.2580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.2680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.2780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.2880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.2980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.3080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.3180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.3280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.3380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.3480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.3580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.3680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.3780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.3880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.3980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.4080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.4180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.4280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.4380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.4480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.4580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.4680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.4780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.4880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.4980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.5080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.5180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.5280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.5380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.5480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.5580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.5680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.5780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.5880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.5980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.6080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.6180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.6280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.6380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.6480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.6580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.6680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.6780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.6880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.6980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.7080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.7180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.7280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.7380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.7480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.7580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.7680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.7780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.7880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.7980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.8080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.8180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.8280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.8380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.8480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.8580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.8680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.8780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.8880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.8980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.9080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.9180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.9280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.9380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.9480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.9580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.9680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.9780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,4
1.9880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
1.9980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.0080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.0180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.0280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.0380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.0480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.0580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.0680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.0780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.0880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.0980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.1080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.1180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.1280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.1380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.1480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.1580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.1680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.1780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.1880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.1980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.2080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.2180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.2280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.2380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.2480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.2580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.2680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.2780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.2880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.2980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.3080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.3180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.3280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.3380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.3480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.3580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.3680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.3780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.3880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.3980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.4080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.4180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.4280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.4380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.4480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.4580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.4680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.4780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.4880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.4980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.5080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.5180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.5280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.5380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.5480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.5580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.5680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.5780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.5880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.5980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.6080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.6180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.6280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.6380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.6480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.6580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.6680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.6780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.6880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.6980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.7080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.7180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.7280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.7380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.7480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.7580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.7680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.7780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.7880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.7980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.8080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.8180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.8280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.8380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.8480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.8580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.8680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.8780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.8880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.8980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.9080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.9180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.9280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.9380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.9480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.9580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.9680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.9780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.9880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
2.9980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.0080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.0180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.0280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.0380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.0480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.0580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.0680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.0780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.0880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.0980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.1080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.1180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.1280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.1380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.1480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.1580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.1680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.1780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.1880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.1980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.2080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.2180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.2280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.2380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.2480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.2580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.2680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.2780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.2880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.2980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.3080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.3180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.3280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.3380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.3480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.3580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.3680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.3780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.3880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.3980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.4080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.4180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.4280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.4380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.4480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.4580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.4680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.4780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.4880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.4980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.5080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.5180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.5280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.5380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.5480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.5580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.5680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.5780,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.5880,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.5980,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.6080,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.6180,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.6280,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.6380,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.6480,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.6580,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
3.6680,0.000000,-0.000000,-0.000000,0.0000,0.0000,0.0000,-0.000000,0.000000,0.000000,0
